Label,Analysis,nVertices,SessCode,Condition,Response
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,face_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,face_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,word_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,word_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,word_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,word_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,face_intact,0.97557132036397
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,face_exchange,1.05946181104942
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,face_top,0.679904731837186
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,face_bottom,0.736904169235266
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,word_intact,0.659185805781321
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,word_exchange,0.515375263706753
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,word_top,0.62574805375753
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,132084,faceword07_self,word_bottom,0.640301381209583
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,face_intact,0.0472519504738615
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,face_exchange,0.493612164601763
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,face_top,0.217245074388644
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,face_bottom,0.614070906706736
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,word_intact,0.662490058994558
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,word_exchange,0.694791881076939
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,word_top,0.39845875322349
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130758,faceword08_self,word_bottom,0.337126282659683
