SubjCode,Label,ClusterNo,Max,VtxMax,GlobalMax,MNI305_gm_1,MNI305_gm_2,MNI305_gm_3,Tal_gm_1,Tal_gm_2,Tal_gm_3,Size,NVtxs,fmin
facewordN17_na,roi.lh.f-vs-o.ffa1.label,1,5.668733,32680,32680,-40.00493851327,-63.81705483108,-15.3464116365,-39.6048891281373,-62.4694618863732,-9.78103771500352,84.2738169468939,137,0
facewordN17_na,roi.lh.f-vs-o.ffa2.label,1,2.273971,52315,52315,-35.33014985427,-45.02997026008,-21.2812799545,-34.9768483557273,-44.5179250693873,-15.6708907820141,33.6627313941717,37,0
facewordN17_na,roi.lh.word-vs-face-object-scrambled.label,1,3.478996,34584,34584,-45.73694105227,-62.48061889508,-10.8784115385,-45.2795716417473,-60.987161295577,-6.09739819462166,82.9524230062962,142,0
facewordN17_na,roi.lh.o-vs-scr.label,1,5.86374,12755,12755,-40.02025510927,-81.50128630008,3.97310477950002,-39.6200525581773,-78.7747613090873,7.60185386471058,99.3677078858018,151,0
facewordN17_na,roi.rh.f-vs-o.ffa1.label,1,4.98495,34963,23648,45.52651325773,-70.53791506408,-15.2351220545,45.0712481251527,-68.9758767518068,-9.36184537494926,99.9006840735674,167,0
facewordN17_na,roi.rh.f-vs-o.ffa2.label,1,13.671824,46652,46652,37.68473119573,-47.77011684108,-14.9709300625,37.3078838837727,-46.9076212391987,-10.2439796175424,99.6071003824472,140,0
facewordN17_na,roi.rh.o-vs-scr.label,1,11.549162,14140,14140,48.93576880073,-76.31202985108,-1.16285184049998,48.4464111127227,-73.9789793244209,2.7240166956566,99.1186560373753,148,0
facewordN18_imw,roi.lh.f-vs-o.ffa1.label,1,3.346232,58045,58045,-34.05582802824,-59.1013460487,-14.78370304246,-33.7152697479576,-57.8773170584747,-9.53756980819323,36.90188357234,43,0
facewordN18_imw,roi.lh.f-vs-o.ffa2.label,1,25.166416,77154,77154,-35.77739637524,-43.2679032687,-20.66582039546,-35.4196224114876,-42.7850176166238,-15.2399754954326,99.9990309551358,148,0
facewordN18_imw,roi.lh.word-vs-face-object-scrambled.label,1,7.139955,62582,62582,-45.92532048224,-57.2670529227,-18.99572145846,-45.4660672774176,-56.2771074157214,-13.160169732836,99.5085057131946,156,0
facewordN18_imw,roi.lh.o-vs-scr.label,1,5.336038,25620,25620,-45.89738735424,-81.5333927787,-4.65748459145998,-45.4384134806976,-79.1840852076019,0.0453243849871648,98.7209005914629,172,0
facewordN18_imw,roi.rh.f-vs-o.ffa1.label,1,4.713868,41061,41061,34.35213292476,-69.6810323187,-9.25489761045998,34.0086115955124,-67.89467445688,-4.3862762687,57.8998780250549,73,0
facewordN18_imw,roi.rh.f-vs-o.ffa2.label,1,16.235331,74005,74005,36.90607148376,-45.4252105087,-19.08276462946,36.5370107689224,-44.8085298071358,-13.807284703277,99.4024428799748,140,0
facewordN18_imw,roi.rh.o-vs-scr.label,1,4.182296,33808,33808,41.56788440576,-69.6901672767,0.74440791854002,41.1522055617024,-67.4807520349179,4.06256436110272,99.4108731672168,141,0
facewordN19_nlr,roi.lh.f-vs-o.ffa2.label,1,6.111887,55717,55717,-41.30057597677,-48.62611728468,-13.77292795583,-40.8875702170023,-47.6866088591003,-9.19741676277604,99.7075004279613,134,0
facewordN19_nlr,roi.lh.word-vs-face-object-scrambled.label,1,1.666253,42770,42770,-45.18800825277,-58.15432350768,-4.41157794883,-44.7361281702423,-56.5244054548834,-0.881784650063428,28.5839405357838,44,0
facewordN19_nlr,roi.rh.f-vs-o.ffa1.label,1,5.659636,50459,50459,39.70243672823,-56.02214050668,-18.18331328183,39.3054123609477,-55.0369445859902,-12.5389528130692,99.6648764759302,154,0
facewordN19_nlr,roi.rh.f-vs-o.ffa2.label,1,3.313353,67003,67003,39.73059564123,-42.49791321668,-22.42540761283,39.3332896848177,-42.1129325588181,-16.753510535575,55.8224662095308,70,0
facewordN20_sae,roi.lh.f-vs-o.ffa1.label,1,7.358433,42070,42070,-42.79832042975,-58.53088562164,-15.06321420027,-42.3703372254525,-57.3363965611998,-9.79972155927479,99.8726564571261,145,0
facewordN20_sae,roi.lh.f-vs-o.ffa2.label,1,5.257013,63794,63794,-37.91275428475,-38.45983957664,-23.81901793127,-37.5336267419025,-38.2594035205608,-18.1184451960607,77.4584640935063,102,0
facewordN20_sae,roi.lh.o-vs-scr.label,1,2.850442,17569,17569,-44.73745960775,-82.07963297464,-5.77751257827,-44.2900850116725,-79.7602975968034,-0.867841727253939,99.6626960262656,177,0
facewordN20_sae,roi.rh.f-vs-o.ffa1.label,1,9.001774,33029,33029,43.03732175725,-69.01899950364,-6.37809450527001,42.6069485396775,-67.1325297811854,-2.00487688897545,99.7773062437773,150,0
